Rank,RMSE,Length,Model Equation
386,0.8348,11,"mul(0.482, add(div(add(-1.700, Ce), La), add(M, E)))"
387,0.8348,9,"mul(0.475, add(M, add(div(Ce, La), E)))"
388,0.8349,9,"mul(0.475, add(M, add(div(Ce, La), E)))"
389,0.8349,13,"add(div(sub(M, E), 3.647), add(div(sub(Pr, La), LAS), E))"
390,0.8354,9,"mul(0.476, add(M, add(div(Ce, La), E)))"
391,0.8354,9,"mul(0.476, add(E, add(div(Ce, La), M)))"
392,0.8355,12,"add(div(sub(M, add(neg(Ce), add(E, E))), 3.468), E)"
393,0.8355,7,"div(add(Ce, add(M, E)), 2.903)"
394,0.8356,9,"mul(0.484, add(R, mul(div(M, La), E)))"
395,0.8357,11,"mul(0.482, add(M, add(div(sub(Ce, 2.231), Gd), E)))"
396,0.8357,9,"mul(0.476, add(M, add(div(Ce, La), E)))"
397,0.8357,13,"sub(7.353, div(add(IE, sub(add(Y, sub(Pr, Ce)), E)), EN))"
398,0.8359,13,"add(div(sub(M, E), 3.718), add(div(sub(Pr, LAS), La), E))"
399,0.8362,15,"mul(0.482, add(M, add(div(Ce, mul(div(-7.723, Ce), sub(-2.045, La))), E)))"
400,0.8362,10,"mul(div(add(R, EN), add(E, neg(-5.728))), E)"
401,0.8364,7,"div(add(M, add(E, Ce)), 2.899)"
402,0.8364,9,"mul(0.482, add(add(EN, add(E, -5.413)), R))"
403,0.8365,11,"mul(0.482, add(sub(M, -0.667), add(sub(R, La), E)))"
404,0.8371,13,"add(div(sub(M, E), mul(La, div(LAS, add(M, M)))), E)"
405,0.8372,13,"mul(0.482, add(M, add(div(add(Ce, sub(Nd, Gd)), 8.126), E)))"
406,0.8374,13,"add(div(sub(Pr, LAS), La), add(div(sub(M, E), 3.870), E))"
407,0.8374,14,"mul(0.482, add(M, add(div(Ce, sub(sub(Pr, Nd), neg(La))), E)))"
408,0.8375,13,"mul(0.482, add(div(Ce, mul(M, div(La, EN))), add(M, E)))"
409,0.8376,20,"mul(0.482, add(M, add(div(add(add(R, -4.427), neg(Sm)), mul(mul(8.353, IE), sub(Ce, Pr))), E)))"
